match_id,queue_id,queue_name,blue_win,red_win,game_duration,game_creation,patch_version,avg_blue_mmr,avg_red_mmr,mmr_difference,blue_mmr_std,red_mmr_std,avg_tier
NA1_5159217289,490,Quickplay (Normal),False,True,2706,1732169118888,"['14', '23']",,,,,,
NA1_5189021928,490,Quickplay (Normal),False,True,2218,1734921118307,"['14', '24']",,,,,,
NA1_5053842410,490,Quickplay (Normal),False,True,1053,1721617065686,"['14', '14']",,,,,,
NA1_5198748648,490,Quickplay (Normal),False,True,2849,1735977095678,"['14', '24']",,,,,,
NA1_5185116567,490,Quickplay (Normal),False,True,1236,1734507099056,"['14', '24']",,,,,,
NA1_4909071931,490,Quickplay (Normal),True,False,2273,1706764578782,"['14', '2']",,,,,,
NA1_4875677856,490,Quickplay (Normal),True,False,1156,1703912661077,"['13', '24']",,,,,,
NA1_5130163480,490,Quickplay (Normal),False,True,2240,1728524546873,"['14', '20']",,,,,,
NA1_5040970796,490,Quickplay (Normal),True,False,1390,1721243929185,"['14', '14']",,,,,,
NA1_5019864384,490,Quickplay (Normal),True,False,1773,1718413284036,"['14', '12']",,,,,,
NA1_5124201067,490,Quickplay (Normal),False,True,1397,1727742474437,"['14', '19']",,,,,,
NA1_5201529614,490,Quickplay (Normal),True,False,1079,1736297392732,"['14', '24']",,,,,,
NA1_5151169306,490,Quickplay (Normal),False,True,1089,1731235222970,"['14', '22']",,,,,,
NA1_5161201305,490,Quickplay (Normal),False,True,1863,1732337718016,"['14', '23']",,,,,,
NA1_5189500358,490,Quickplay (Normal),False,True,1534,1734978628751,"['14', '24']",,,,,,
NA1_5189650794,490,Quickplay (Normal),True,False,1842,1734993289547,"['14', '24']",,,,,,
NA1_5122487448,490,Quickplay (Normal),False,True,1268,1727539570877,"['14', '19']",,,,,,
NA1_5179867973,490,Quickplay (Normal),True,False,1267,1733989164144,"['14', '24']",,,,,,
NA1_5069500701,490,Quickplay (Normal),True,False,916,1722394425627,"['14', '14']",,,,,,
NA1_5157464270,490,Quickplay (Normal),False,True,1804,1731986346513,"['14', '22']",,,,,,
NA1_4979834261,490,Quickplay (Normal),False,True,2283,1713737424941,"['14', '8']",,,,,,
NA1_5124169572,490,Quickplay (Normal),False,True,1984,1727740281012,"['14', '19']",,,,,,
NA1_5156633444,490,Quickplay (Normal),False,True,1682,1731892885492,"['14', '22']",,,,,,
NA1_5019111861,490,Quickplay (Normal),True,False,703,1718320346720,"['14', '12']",,,,,,
NA1_4856823907,490,Quickplay (Normal),False,True,735,1702318663881,"['13', '24']",,,,,,
NA1_4909527260,490,Quickplay (Normal),False,True,1866,1706822364092,"['14', '2']",,,,,,
NA1_5202504279,490,Quickplay (Normal),False,True,3783,1736400630263,"['14', '24']",,,,,,
NA1_5174696632,490,Quickplay (Normal),True,False,2140,1733468365298,"['14', '23']",,,,,,
